ns,key,en,hu
LocationMarkers,khwtrustdannemorabranch_Description,A regional bank.,Egy regionális bank.
LocationMarkers,forestdalefarm_Description,A rural barn far away from most major towns.,"Egy vidéki pajta, jó messze a nagyobb városoktól."
LocationMarkers,westwoodgetaway_Description,A secluded a-frame cabin on a small island.,"Egy félreeső, A-vázas faház egy kis szigeten."
LocationMarkers,wildflowerfarm_Description,"A secluded farm away from most towns, perfect if you want peace and quiet.","Egy félreeső farm, távol a legtöbb várostól, tökéletes, ha nyugalomra vágysz."
LocationMarkers,powerlineserviceshed24r_Description,A service shed.,Egy szerszámos fészer.
LocationMarkers,powerlineserviceshed39lm_Description,A service shed.,Egy szerszámos fészer.
LocationMarkers,powerlineserviceshed71ch_Description,A service shed.,Egy szerszámos fészer.
LocationMarkers,powerlineserviceshed25e_Description,A service shed. Maybe it has some tools in it.,Egy szerszámos fészer. Talán van benne néhány szerszám.
LocationMarkers,dumpsite2b_Description,A site used for corpse disposal.,Egy holttest-elhelyezésre használt hely.
LocationMarkers,chazylakebeach_Description,A small beach off of Chazy Lake.,Egy kis strand a Chazy-tó mellett.
LocationMarkers,grasspond_Description,A small body of water located next to a golf course.,Egy kis víztömeg egy golfpálya mellett.
LocationMarkers,dowpond_Description,A small body of water.,Egy kis víztömeg.
LocationMarkers,silverlakeoverlook_Description,A small cabin resort with a nice view of Silver Lake.,Egy kis faházas üdülő szép kilátással a Silver-tóra.
LocationMarkers,ironoreresort_Description,A small cabin resort.,Egy kis faházas üdülő.
LocationMarkers,loonlakecampground_Description,"A small campground located in the wilderness of Loon Lake, NY.",Egy kis kemping Loon Lake (NY) vadonjában.
LocationMarkers,meachamlakecampgrounds_Description,A small campground located next to Meacham Lake. ,Egy kis kemping a Meacham-tó mellett. 
LocationMarkers,lakesidecampgrounds_Description,A small campground located on the northern part of Union Falls.,Egy kis kemping a Union Falls északi részén.
LocationMarkers,averillridgeresort_Description,"A small camping resort, with plentiful cabins.","Egy kis kempingüdülő, rengeteg faházzal."
LocationMarkers,onchiotagrotto_Description,A small cave hidden in the backwoods of Loon Lake.,Egy kis barlang Loon Lake erdei zugában rejtve.
LocationMarkers,coldbrookcaven_Description,A small cave outside of Redford.,Egy kis barlang Redford határában.
LocationMarkers,devilsgrotto_Description,A small cave.,Egy kis barlang.
LocationMarkers,saranaccave_Description,A small cave.,Egy kis barlang.
LocationMarkers,saranaccourthouse_Description,A small center where criminals were charged.,"Egy kis központ, ahol a bűnözőket vád alá helyezték."
LocationMarkers,elsinoreny_Description,A small community.,Egy kis közösség.
LocationMarkers,greenvalleymarket_Description,"A small convenience and grocery store located at the heart of Saranac, NY.",Egy kis vegyes- és élelmiszerbolt Saranac (NY) szívében.
LocationMarkers,joshssmallenginerepair_Description,"A small engine repair shop, for tractors, ATVs, etc.","Egy kis kisgépjavító műhely traktorokhoz, quadokhoz stb."
LocationMarkers,snowdropfarms_Description,A small farm in the upper reaches of the Adirondacks.,Egy kis farm az Adirondack felsőbb vidékein.
LocationMarkers,meachamgunsandmore_Description,A small gun store that was abandoned during the outbreak for unknown reasons. ,"Egy kis fegyverbolt, amelyet a járvány idején ismeretlen okból hagytak el. "
LocationMarkers,sugarbushny_Description,"A small hamlet located between Redford, NY and Union Falls, NY.",Egy kis falucska Redford (NY) és Union Falls (NY) között.
LocationMarkers,werrenrathisland_Description,A small island on Chazy Lake. Someone wealthy lived here.,Egy kis sziget a Chazy-tavon. Valami gazdag ember élt itt.
LocationMarkers,mudpond_Description,"A small lake located near the village of Standish. It drains via Cold Brook Creek, which then splits into Bailey Brook.","Egy kis tó Standish falu közelében. A Cold Brook-patakon át folyik le, amely aztán a Bailey-patakra ágazik."
LocationMarkers,outpostalpha_Description,A small military base.,Egy kis katonai bázis.
LocationMarkers,smithkillmine_Description,"A small mine containing coal, among other things.","Egy kis bánya, amelyben többek között szén található."
LocationMarkers,greencanyonmine_Description,A small mine.,Egy kis bánya.
LocationMarkers,lyonmtnmuseum_Description,A small museum detailing the history of Lyon Mountain.,"Egy kis múzeum, amely Lyon Mountain történetét mutatja be."
LocationMarkers,deadendsmotel_Description,A small one-star motel. Watch out for cockroaches.,Egy kis egycsillagos motel. Vigyázz a csótányokkal.
LocationMarkers,wardnerpark_Description,"A small park located in Gabriels, NY.",Egy kis park Gabriels (NY) településen.
LocationMarkers,meachampark_Description,A small park near Meacham Lake.,Egy kis park a Meacham-tó közelében.
LocationMarkers,danspark_Description,A small park with an outdoor tennis court.,Egy kis park kültéri teniszpályával.
LocationMarkers,purrfectpawspetgrooming_Description,A small pet grooming business that was built into an old warehouse.,"Egy kis kisállat-kozmetika, amelyet egy régi raktárba építettek be."
LocationMarkers,loppond_Description,A small pond with a familiar shape. Surrounded by cabins.,"Egy kis tavacska, ismerős alakkal. Faházak veszik körül."
LocationMarkers,barnespond_Description,A small pond.,Egy kis tavacska.
LocationMarkers,sunsetpond_Description,A small pond.,Egy kis tavacska.
LocationMarkers,rainbowlakepostoffice_Description,"A small post office located in Rainbow Lake, NY.",Egy kis posta Rainbow Lake (NY) településen.
LocationMarkers,sunsetresort_Description,A small resort on Chateaugay Lake.,Egy kis üdülő a Chateaugay-tavon.
LocationMarkers,standishicecreamstand_Description,"A small shop, selling ice cream and snacks.","Egy kis bolt, fagyit és nasit árul."
LocationMarkers,highnoonplaza_Description,"A small strip mall with a gas station, convenience store, and small businesses.","Egy kis bevásárlósor benzinkúttal, vegyesbolttal és kisvállalkozásokkal."
LocationMarkers,hiddenswamp_Description,A small swamp tucked far in the backwoods of the Adirondacks. ,"Egy kis mocsár, jó mélyen az Adirondack erdei zugában. "
LocationMarkers,fairbanksswamp_Description,A small swamp.,Egy kis mocsár.
LocationMarkers,standish_Description,A small village with few residents.,"Egy kis falu, kevés lakossal."
LocationMarkers,unionfallsny_Description,"A small, hilly village located above the large lake of Union Falls.","Egy kis, dombos falu a Union Falls nagy tava felett."
LocationMarkers,redfordpostoffice_Description,"A small, local post office near the hamlet of Redford.","Egy kis, helyi posta a redfordi falucska közelében."
LocationMarkers,cornersbrookcampgrounds_Description,"A small, secluded campground located on the outskirts of Saranac.","Egy kis, félreeső kemping Saranac külterületén."
LocationMarkers,publicwaterspring_Description,A source of fresh groundwater.,Egy friss talajvízforrás.
LocationMarkers,clintoncorrectionalstorage_Description,A storage area for materials used by the Clinton Correctional Facility.,Egy raktárterület a Clinton Fegyház által használt anyagoknak.
LocationMarkers,snowdropfarmswarehouse_Description,A storage facility for Snowdrop Farms. Contains crops and other supplies.,Egy raktár a Snowdrop Farms számára. Terményeket és egyéb készleteket tartalmaz.
LocationMarkers,debarforestlumbermillstorage_Description,A storage facility for the nearby lumbermill that also acts as a town garage for Loon Lake.,"Egy raktár a közeli fűrésztelepnek, amely egyben Loon Lake városi garázsaként is szolgál."
LocationMarkers,medicalsupplydepot_Description,A supply depot for local healthcare centers.,Egy ellátóraktár a helyi egészségügyi központoknak.
LocationMarkers,duckbillswamp_Description,A swamp.,Egy mocsár.
LocationMarkers,forestmerelakecampgrounds_Description,A tangled group of campsites around Forestmere Lake.,Egy összevissza kempinghelycsoport a Forestmere-tó körül.
LocationMarkers,martysbaittackle_Description,A tiny bait & tackle shop built out of someone's garage.,"Egy apró csali- és horgászbolt, amelyet valakinek a garázsából alakítottak ki."
LocationMarkers,wolfden_Description,A tiny cave located near Rainbow Lake known for it's wolf presence.,"Egy apró barlang a Rainbow-tó közelében, amely a farkasairól ismert."
LocationMarkers,franklinfallsfarm_Description,"A tiny farm located near Forestdale, NY.",Egy apró farm Forestdale (NY) közelében.
LocationMarkers,squarepondkayakrentals_Description,A tiny kayak rental business with docks connecting to Square Pond.,"Egy apró kajakkölcsönző, mólókkal a Square-tavacskához."
LocationMarkers,tonygunqueusedcars_Description,A used car dealership. Not exactly known for quality.,Egy használtautó-kereskedés. Nem éppen a minőségéről híres.
LocationMarkers,prosperitypark_Description,A very small park dwarfed by prison walls.,"Egy nagyon kis park, amelyet eltörpítenek a börtönfalak."
LocationMarkers,mccollomsny_Description,"A very tiny hamlet made up of mostly mobile homes. Located on the highway between Loon Lake, NY and Rainbow Lake, NY.","Egy nagyon apró falucska, többségében lakókocsikból. Loon Lake (NY) és Rainbow Lake (NY) közötti országút mellett."
LocationMarkers,elsinorewastetransferstation_Description,A waste treatment plant. Smells bad.,Egy szennyvíztisztító telep. Büdös.
LocationMarkers,wastewaterplanta7_Description,A wastewater treatment plant covering Lyon Mountain and Redford.,"Egy szennyvíztisztító telep, amely Lyon Mountaint és Redfordot látja el."
LocationMarkers,wplttvweatherstation_Description,A weather radar station.,Egy időjárás-radarállomás.
LocationMarkers,lyonmountainlookout_Description,A widely-viewable firewatch tower.,Egy messziről is jól látható tűzfigyelő torony.
LocationMarkers,abandonedcave_Name,Abandoned Cave,Elhagyatott barlang
LocationMarkers,abandonedfarmstead_Name,Abandoned Farmstead,Elhagyatott tanya
LocationMarkers,abandonedgravesite_Name,Abandoned Grave Site,Elhagyatott sírhely
LocationMarkers,adirondackguardianshipwreck_Name,Adirondack Guardian Shipwreck,Adirondack Guardian hajóroncs
LocationMarkers,agathasplantshop_Name,Agatha's Plant Shop,Agatha növényboltja
LocationMarkers,alexanderridgecabins_Name,Alexander Ridge Cabins,Alexander Ridge Cabins
LocationMarkers,alissasappleorchard_Name,Alissa's Apple Orchard,Alissa almáskertje
LocationMarkers,ambientenergypowerhouse_Name,Ambient Energy Powerhouse,Ambient Energy erőmű
LocationMarkers,americanlegionpost0607_Name,American Legion Post #0607,American Legion Post #0607
LocationMarkers,loonlakegolfcourse_Description,An 8 hole golf course that was a staple in the region.,"Egy 8 lyukú golfpálya, amely a régió egyik alapköve volt."
LocationMarkers,unionfallsresort_Description,An a-frame resort overlooking the lake of Union Falls.,"Egy A-vázas üdülő, kilátással a Union Falls tavára."
LocationMarkers,millno3_Description,An abandoned building. Maybe it's better to stay on the surface.,Egy elhagyatott épület. Talán jobb a felszínen maradni.
LocationMarkers,isaacsonsconstructionyard_Description,An abandoned construction yard that was originally owned by Isaac & Sons.,"Egy elhagyatott építkezési telep, amely eredetileg az Isaac & Sons tulajdona volt."
LocationMarkers,poormansfolly_Description,An abandoned mine known to be the cause of several deaths in the past few years.,"Egy elhagyatott bánya, amely köztudottan több halálesetet is okozott az elmúlt években."
LocationMarkers,floodedquarry_Description,An abandoned quarry.,Egy elhagyatott kőbánya.
LocationMarkers,klinesarcheryandbait_Description,An archery and hunting store.,Egy íjász- és vadászbolt.
LocationMarkers,armory_Description,"An armory with an assortment of weapons, tools, and other goodies!","Egy fegyvertár, mindenféle fegyverrel, szerszámmal és egyéb finomsággal!"
LocationMarkers,davidsautoparts_Description,An auto parts shop.,Egy autóalkatrész-bolt.
LocationMarkers,meachamstorageandrepair_Description,An electronic's storage and auto repair warehouse are paired in this lot.,Ezen a telken egy elektronikai raktár és egy autójavító raktár párosul.
LocationMarkers,madchickacres_Description,An old chicken farm.,Egy régi csirkefarm.
LocationMarkers,cherryhillairpark_Description,"An old cold war era airpark that was converted into a residential property many years later. However, some of its older secrets still remain.","Egy régi, hidegháborús korú repülőpark, amelyet sok évvel később lakóingatlanná alakítottak. Néhány régebbi titka azonban máig megmaradt."
LocationMarkers,adirondackguardianshipwreck_Description,An old shipwreck from decades ago.,"Egy évtizedekkel ezelőtti, régi hajóroncs."
LocationMarkers,santaclarashipwreck_Description,An old shipwreck from decades ago.,"Egy évtizedekkel ezelőtti, régi hajóroncs."
LocationMarkers,sschaumontshipwreck_Description,An old shipwreck from decades ago.,"Egy évtizedekkel ezelőtti, régi hajóroncs."
LocationMarkers,sssenecashipwreck_Description,An old shipwreck from decades ago.,"Egy évtizedekkel ezelőtti, régi hajóroncs."
LocationMarkers,saranachollowbridge_Description,"An old, historic bridge over the Saranac River that's been closed for many years.","Egy régi, történelmi híd a Saranac folyó felett, amely már sok éve le van zárva."
LocationMarkers,firingrange_Description,An outdoor firing range to test out your weapon handling skills.,Egy kültéri lőtér a fegyverkezelési képességeid kipróbálására.
LocationMarkers,seinecave_Description,An underwater cave with something inside it.,"Egy víz alatti barlang, valamivel odabent."
LocationMarkers,splitrockcave_Description,An underwater cave with something inside it.,"Egy víz alatti barlang, valamivel odabent."
LocationMarkers,forgottenshipwreck_Description,An unreported shipwreck that's been here for an unknown amount of time.,"Egy bejelentetlen hajóroncs, amely ki tudja, mióta van itt."
LocationMarkers,anvilgas_Name,Anvil Gas,Anvil gáz
LocationMarkers,armory_Name,Armory,Fegyvertár
LocationMarkers,averillminesnorth_Name,Averill Mines North,Averill Mines North
LocationMarkers,averillminessouth_Name,Averill Mines South,Averill Mines South
LocationMarkers,averillridgeresort_Name,Averill Ridge Resort,Averill Ridge Resort
LocationMarkers,backwoodsselfstorage_Name,Backwoods Self Storage,Backwoods Self Storage
LocationMarkers,badgerheightsresort_Name,Badger Heights Resort,Badger Heights Resort
LocationMarkers,barberloggingcamp_Name,Barber Logging Camp,Barber Logging Camp
LocationMarkers,barnespond_Name,Barnes Pond,Barnes Pond
LocationMarkers,bowenhillhydroelectricdam_Description,"Being one of the only of its kind in the region, this hydroelectric dam supplies power to many surrounding towns and villages.","Mivel a maga nemében szinte egyedülálló a régióban, ez a vízerőmű-gát számos környező várost és falut lát el árammal."
LocationMarkers,belmontmine_Name,Belmont Mine,Belmont Mine
LocationMarkers,bignedsfishshack_Name,Big Ned's Fish Shack,Big Ned halbüféje
LocationMarkers,birchhillgokartraceway_Name,Birch Hill Go-Kart Raceway,Birch Hill Go-Kart Raceway
LocationMarkers,blakefarm_Name,Blake Farm,Blake Farm
LocationMarkers,blakefarmstorage_Name,Blake Farm Storage,Blake Farm Storage
LocationMarkers,bowenhillhydroelectricdam_Name,Bowen Hill Hydroelectric Dam (WIP),Bowen Hill Hydroelectric Dam (WIP)
LocationMarkers,bowenhillpark_Name,Bowen Hill Park,Bowen Hill Park
LocationMarkers,branspharmacy_Name,Bran's Pharmacy,Bran gyógyszertára
LocationMarkers,bridgehillsbarngrill_Name,Bridge Hills Bar n' Grill,Bridge Hills Bar n' Grill
LocationMarkers,buckspond_Name,Buck's Pond,Buck's Pond
LocationMarkers,calicofarm_Name,Calico Farm,Calico Farm
LocationMarkers,parsonsknobcampgrounds_Description,Campgrounds on a cliff overlooking Lyon Mountain. Watch your step.,"Kemping egy sziklán, kilátással Lyon Mountainre. Vigyázz, hová lépsz."
LocationMarkers,catamountcampsupplies_Name,Catamount Camp Supplies,Catamount Camp Supplies
LocationMarkers,champlainfarm_Name,Champlain Farm,Champlain Farm
LocationMarkers,chazyhighlandscabins_Name,Chazy Highlands Cabins,Chazy Highlands Cabins
LocationMarkers,chazylakebeach_Name,Chazy Lake Beach,Chazy Lake Beach
LocationMarkers,chazylakeboatlanch_Name,Chazy Lake Boat Launch,Chazy Lake Boat Launch
LocationMarkers,chazylakedairyfarm_Name,Chazy Lake Dairy Farm,Chazy Lake Dairy Farm
LocationMarkers,chazylakelookout_Name,Chazy Lake Lookout,Chazy Lake Kilátó
LocationMarkers,cherryhillairpark_Name,Cherry Hill Airpark,Cherry Hill Airpark
LocationMarkers,cherrylandfarm_Name,Cherryland Farm,Cherryland Farm
LocationMarkers,clarkhillacres_Name,Clark Hill Acres,Clark Hill Acres
LocationMarkers,clintoncorrectionalfacility_Name,Clinton Correctional Facility,Clinton Correctional Facility
LocationMarkers,clintoncorrectionalstorage_Name,Clinton Correctional Storage,Clinton Correctional Storage
LocationMarkers,coldbrookcaven_Name,Cold Brook Cavern,Cold Brook Cavern
LocationMarkers,conditiongarage_Name,Conditions Garage,Képességek garázsa
LocationMarkers,cornersbrookcampgrounds_Name,Corners Brook Campgrounds,Corners Brook Campgrounds
LocationMarkers,countrysidefreshfoodspantry_Name,Countryside Fresh Foods Pantry,Countryside Fresh Foods Pantry
LocationMarkers,craftinghut_Name,Crafting Hut (WIP),Barkácskunyhó (WIP)
LocationMarkers,cranberrycamps_Name,Cranberry Camps,Cranberry Camps
LocationMarkers,cranberrymountainlookout_Name,Cranberry Mountain Lookout,Cranberry Mountain Lookout
LocationMarkers,daigneaupond_Name,Daigneau Pond,Daigneau Pond
LocationMarkers,danspark_Name,Dan's Park,Dan parkja
LocationMarkers,dannemoracommunityandcourtcenter_Name,Dannemora Community & Court Center,Dannemora Community & Court Center
LocationMarkers,dannemorafiredept_Name,Dannemora Fire Dept.,Dannemora Fire Dept.
LocationMarkers,dannemorahighschool_Name,Dannemora High School,Dannemora High School
LocationMarkers,dannemoralookout_Name,Dannemora Lookout,Dannemora Lookout
LocationMarkers,dannemorapowersubstationddm01_Name,Dannemora Power Substation D-DM-01,Dannemora Power Substation D-DM-01
LocationMarkers,dannemoratowngarage_Name,Dannemora Town Garage,Dannemora Town Garage
LocationMarkers,dannemorawastewaterplant_Name,Dannemora Wastewater Plant,Dannemora Wastewater Plant
LocationMarkers,darkwoodscabin_Name,Dark Woods Cabin,Dark Woods Cabin
LocationMarkers,davidsautoparts_Name,David's Auto Parts,David autóalkatrész-boltja
LocationMarkers,deadairdepths_Name,Dead Air Depths,Dead Air Depths
LocationMarkers,deadendsmotel_Name,Dead Ends Motel,Dead Ends Motel
LocationMarkers,debarforestlumbermill_Name,Debar Forest Lumbermill,Debar Forest Lumbermill
LocationMarkers,debarforestlumbermillstorage_Name,Debar Forest Lumbermill Storage,Debar Forest Lumbermill Storage
LocationMarkers,defensebarn_Name,Defense Barn,Védelmi pajta
LocationMarkers,devilsgrotto_Name,Devil's Grotto,Devil's Grotto
LocationMarkers,dismalswampcave_Name,Dismal Swamp Cave,Dismal Swamp Cave
LocationMarkers,saranacpowersubstationDS02_Description,"Distribution substations, like this one, control electricity around a certain region.","Az elosztó-alállomások, mint ez is, egy adott régió áramellátását vezérlik."
LocationMarkers,saranacpowersubstationrf01_Description,"Distribution substations, like this one, control electricity around a certain region.","Az elosztó-alállomások, mint ez is, egy adott régió áramellátását vezérlik."
LocationMarkers,westwoodsubstation_Description,"Distribution substations, like this one, control electricity around a certain region.","Az elosztó-alállomások, mint ez is, egy adott régió áramellátását vezérlik."
LocationMarkers,massdumpsitea1_Description,Do you really want to be near this many bodies?,Tényleg ennyi holttest közelében akarsz lenni?
LocationMarkers,docklinkllcbuilding_Name,Docklink LLC. Building,Docklink LLC. Building
LocationMarkers,dowpond_Name,Dow Pond,Dow Pond
LocationMarkers,dowpondlookout_Name,Dow Pond Lookout,Dow Pond Lookout
LocationMarkers,duckbillbakery_Name,Duck Bill Bakery,Duck Bill Bakery
LocationMarkers,duckbillswamp_Name,Duck Bill Swamp,Duck Bill Swamp
LocationMarkers,dumpsite2a_Name,Dump Site 2A,Dump Site 2A
LocationMarkers,dumpsite2b_Name,Dump Site 2B,Dump Site 2B
LocationMarkers,dumpsite2c_Name,Dump Site 2C,Dump Site 2C
LocationMarkers,duncanmountaincabins_Name,Duncan Mountain Cabins,Duncan Mountain Cabins
LocationMarkers,duncanmountainlookout_Name,Duncan Mountain Lookout,Duncan Mountain Lookout
LocationMarkers,elsinorecemetery_Name,Elsinore Cemetery,Elsinore Cemetery
LocationMarkers,elsinorewastetransferstation_Name,Elsinore Waste Transfer Station,Elsinore Waste Transfer Station
LocationMarkers,elsinoreny_Name,"Elsinore, NY","Elsinore, NY"
LocationMarkers,evergreenfarms_Name,Evergreen Farms,Evergreen Farms
LocationMarkers,fairbanksswamp_Name,Fairbanks Swamp,Fairbanks Swamp
LocationMarkers,farmsubstation_Name,Farm Distribution Substation,Farm elosztó-alállomás
LocationMarkers,fauvepark_Name,Fauve Park,Fauve Park
LocationMarkers,firingrange_Name,Firing Range,Lőtér
LocationMarkers,flecherpointresort_Name,Flecher Point Resort,Flecher Point Resort
LocationMarkers,floodedquarry_Name,Flooded Quarry,Elárasztott kőbánya
LocationMarkers,forestdalefarm_Name,Forestdale Farm,Forestdale Farm
LocationMarkers,forestmerelakecampgrounds_Name,Forestmere Lake Campgrounds,Forestmere Lake Campgrounds
LocationMarkers,forgottenshipwreck_Name,Forgotten Shipwreck,Elfeledett hajóroncs
LocationMarkers,frankshardwareemporium_Name,Frank's Hardware Emporium,Frank's Hardware Emporium
LocationMarkers,franklinfallsfarm_Name,Franklin Falls Farm,Franklin Falls Farm
LocationMarkers,gabrielsmemoriallibrary_Name,Gabriels Memorial Library,Gabriels Memorial Library
LocationMarkers,gabrielsminimart_Name,Gabriels Mini Mart,Gabriels Mini Mart
LocationMarkers,ganongcentennialhouse_Name,Ganong Centennial House,Ganong Centennial House
LocationMarkers,garonoahpark_Name,Garonoah Park,Garonoah Park
LocationMarkers,generalservicesoffice_Name,General Services Office,General Services Office
LocationMarkers,goodtimeslocaldepot_Name,Good Times Local Depot,Good Times Local Depot
LocationMarkers,grasspond_Name,Grass Pond,Grass Pond
LocationMarkers,greencanyonmine_Name,Green Canyon Mine,Green Canyon Mine
LocationMarkers,greenvalleymarket_Name,Green Valley Market,Green Valley Market
LocationMarkers,greenhouse_Name,Greenhouse (WIP),Üvegház (WIP)
LocationMarkers,greyselectricrepair_Name,Grey's Electric Repair,Grey's Electric Repair
LocationMarkers,hankhecklerlawoffice_Name,Hank Heckler Law Office,Hank Heckler Law Office
LocationMarkers,haystackcave_Name,Haystack Cave,Haystack Cave
LocationMarkers,hiddenswamp_Name,Hidden Swamp,Rejtett mocsár
LocationMarkers,highnoonplaza_Name,High Noon Plaza,High Noon Plaza
LocationMarkers,clintoncorrectionalfacility_Description,"High walls, high security. Not the worst place to be in a zombie apocalypse.","Magas falak, magas biztonság. Nem a legrosszabb hely egy zombiapokalipszisben."
LocationMarkers,highlandsswamp_Name,Highlands Swamp,Highlands Swamp
LocationMarkers,mapledreamshomestead_Description,Home sweet home. This house can be used to try out fortifications & other construction.,"Otthon, édes otthon. Ez a ház erődítések és egyéb építmények kipróbálására használható."
LocationMarkers,horseheadpoint_Name,Horsehead Point,Horsehead Point
LocationMarkers,hunterslab_Name,Hunter's Lab,Hunter's Lab
LocationMarkers,ironoreresort_Name,Iron Ore Resort,Iron Ore Resort
LocationMarkers,ironpond_Name,Iron Pond,Iron Pond
LocationMarkers,isaacsonsconstructionyard_Name,Isaac & Sons Construction Yard,Isaac & Sons Construction Yard
LocationMarkers,isaacsonsmainoffice_Name,Isaac & Sons Main Office,Isaac & Sons Main Office
LocationMarkers,isolatedcabin_Name,Isolated Cabin,Elszigetelt faház
LocationMarkers,johnsonmtnlookout_Name,Johnson Mtn. Lookout,Johnson Mtn. Lookout
LocationMarkers,joshssmallenginerepair_Name,Josh's Small Engine Repair,Josh's Small Engine Repair
LocationMarkers,pondsidecabin_Description,Just a cabin.,Csak egy faház.
LocationMarkers,khwtrustdannemorabranch_Name,KHW Trust Dannemora Branch,KHW Trust Dannemora Branch
LocationMarkers,keegansdecent_Name,Keegan's Decent,Keegan's Decent
LocationMarkers,kingshollowmineseast_Name,Kings Hollow Mines East,Kings Hollow Mines East
LocationMarkers,kingshollowmineswest_Name,Kings Hollow Mines West,Kings Hollow Mines West
LocationMarkers,kleennowwarehouse_Name,KleenNow Warehouse,KleenNow Warehouse
LocationMarkers,kleennowwarehouse_Description,KleenNow was a local business that offered cleaning services to businesses in the region. This warehouse served as their storage and main office.,"A KleenNow egy helyi vállalkozás volt, amely takarítási szolgáltatásokat kínált a régió cégeinek. Ez a raktár szolgált a raktáruk és központi irodájuk gyanánt."
LocationMarkers,klinesarcheryandbait_Name,Kline's Archery & Bait,Kline's Archery & Bait
LocationMarkers,lakesidecampgrounds_Name,Lakeside Campgrounds,Lakeside Campgrounds
LocationMarkers,lakesidegunshoprange_Name,Lakeside Gun Shop & Range,Lakeside Gun Shop & Range
LocationMarkers,taylorrealtymainoffice_Description,Looking to buy a home in the mid 2030s? It's a bit too late for that.,Otthont keresel a 2030-as évek közepén? Ahhoz kicsit késő.
LocationMarkers,uh60greyeaglecrashsite_Description,Looks like the pilot lost control.,"Úgy tűnik, a pilóta elvesztette az irányítást."
LocationMarkers,loonlakeboatlaunch_Name,Loon Lake Boat Launch,Loon Lake Boat Launch
LocationMarkers,loonlakecampground_Name,Loon Lake Campground,Loon Lake Campground
LocationMarkers,loonlakegolfcourse_Name,Loon Lake Golf Course,Loon Lake Golf Course
LocationMarkers,loonlakemarket_Name,Loon Lake Market,Loon Lake Market
LocationMarkers,loonmines_Name,Loon Mines,Loon Mines
LocationMarkers,lopcaveeast_Name,Lop Cave East,Lop Cave East
LocationMarkers,lopcavewest_Name,Lop Cave West,Lop Cave West
LocationMarkers,loppond_Name,Lop Pond,Lop Pond
LocationMarkers,lyonmountainlookout_Name,Lyon Mountain Lookout,Lyon Mountain Lookout
LocationMarkers,lyonmountainpeak_Name,Lyon Mountain Peak,Lyon Mountain Peak
LocationMarkers,lyonmountainpowersubstationdlm01_Name,Lyon Mountain Power Substation D-LM-01,Lyon Mountain Power Substation D-LM-01
LocationMarkers,lyonmtnbaseballfield_Name,Lyon Mtn. Baseball Field,Lyon Mtn. Baseball Field
LocationMarkers,lyonmtnfiredepartment_Name,Lyon Mtn. Fire Department,Lyon Mtn. Fire Department
LocationMarkers,lyonmtnmuseum_Name,Lyon Mtn. Museum,Lyon Mtn. Museum
LocationMarkers,lyonmtnpostoffice_Name,Lyon Mtn. Post Office,Lyon Mtn. Post Office
LocationMarkers,lyonmtnquarantinecenter_Name,Lyon Mtn. Quarantine Center,Lyon Mtn. Quarantine Center
LocationMarkers,madchickacres_Name,Madchick Acres,Madchick Acres
LocationMarkers,saranacpowersubstationmsrf06_Description,"Main substations, like this one, control electricity around a much larger region and typically encompasses at least two or more towns.","A fő alállomások, mint ez is, egy jóval nagyobb régió áramellátását vezérlik, és jellemzően legalább két vagy több várost fognak át."
LocationMarkers,theapex_Description,Make sure you have a light.,"Győződj meg róla, hogy van nálad fényforrás."
LocationMarkers,mapledreamspond_Name,Maple Dreams Pond (WIP),Maple Dreams Pond (WIP)
LocationMarkers,mapledreamspond_Description,Maple Dreams Pond; a quiet place to fish or a starting point to take a boat ride.,"Maple Dreams Pond; csendes hely a horgászáshoz, vagy kiindulópont egy csónakázáshoz."
LocationMarkers,maplemart103_Name,Maple Mart #103,Maple Mart #103
LocationMarkers,maplemart152_Name,Maple Mart #152,Maple Mart #152
LocationMarkers,maplemart192_Name,Maple Mart #192,Maple Mart #192
LocationMarkers,maplemart192_Description,Maple Mart locations were a staple of the region before the pandemic. This Redford location was commonly used by travelers from Plattsburgh driving to the town of Saranac Lake.,A Maple Mart üzletek a régió alapkövei voltak a járvány előtt. Ezt a redfordi üzletet gyakran használták a Plattsburghból Saranac Lake városába utazók.
LocationMarkers,marconasbunnyshelter_Name,Marcona's Bunny Shelter,Marcona's Bunny Shelter
LocationMarkers,martysbaittackle_Name,Marty's Bait & Tackle,Marty's Bait & Tackle
LocationMarkers,massdumpsitea1_Name,Mass Dump Site A1,Mass Dump Site A1
LocationMarkers,mccollomsny_Name,"Mccolloms, NY","Mccolloms, NY"
LocationMarkers,meachamgunsandmore_Name,Meacham Gun's & More,Meacham Gun's & More
LocationMarkers,meachamlakecampgrounds_Name,Meacham Lake Campgrounds,Meacham Lake Campgrounds
LocationMarkers,meachampark_Name,Meacham Park,Meacham Park
LocationMarkers,meachamstorageandrepair_Name,Meacham Storage & Repair,Meacham Storage & Repair
LocationMarkers,medicalsupplydepot_Name,Medical Supply Depot,Orvosi ellátóraktár
LocationMarkers,millno3_Name,Mill No. 3,Mill No. 3
LocationMarkers,mudpond_Name,Mud Pond,Mud Pond
LocationMarkers,mudpondmotors_Name,Mud Pond Motors,Mud Pond Motors
LocationMarkers,nysdepartmentoftransportation_Name,NYS Department of Transportation,NYS Department of Transportation
LocationMarkers,noreasternlookout_Name,Noreastern Lookout,Noreastern Lookout
